len array = 64
len combine = 8
len permutation = 6
    2,    96
    3,    65
    4,  2835
    5,   126
    6, 13860
    7,  1005
    8,  7158
    9,    21
   10,  3697
   12, 37243
   14,  1506
   15,  1310
   16,  1095
   18,  6169
   19,     9
   20, 10959
   21,  1362
   22,   269
   23,     3
   24, 49442
   25,   554
   26,   592
   27,   652
   28,  9195
   29,    84
   30, 45867
   31,   605
   32,  4657
   33,  1031
   34,  2171
   35,  1880
   36, 20582
   37,    40
   38,  2506
   39,  2592
   40, 24692
   41,   557
   42, 36891
   43,  1032
   44,  7439
   45,  5900
   46,  6557
   47,  1009
   48, 22344
   49,  6274
   50, 15206
   51,  3183
   52, 13341
   53,   970
   54, 27305
   55, 11422
   56, 43037
   57, 18149
   58,  6703
   59,   364
   60, 85538
   61,  7995
   62, 36148
   63, 33904
   64, 23857
   65,     8
   66,  9464
   68,  2594
   69,   264
   70, 12269
   72, 21426
   74,  1561
   75,   710
   76,  3727
   77,   585
   78, 10495
   80,  1010
   82,  4411
   84, 35194
   85,    46
   86,  3986
   87,   556
   88,  5585
   90, 20946
   91,   406
   92,  4228
   93,   731
   94,  7910
   95,    90
   96,  6819
   98,  7509
   99,     4
  100,  4624
  102, 14825
  104,  2784
  105,  6334
  106,  8062
  108,  7277
  110, 11685
  111,  1184
  112,  1431
  114, 15553
  115,   106
  116,  9404
  117,     6
  118,  7955
  119,     1
  120, 58236
  122, 17757
  123,  2190
  124,  2461
  126,  7175
  129,  2749
  130,  1322
  132, 15755
  135,  1200
  136,   286
  138,  9623
  140, 13832
  141,  2227
  144,   811
  145,   522
  147,   553
  148,  2696
  150,  9409
  152,   123
  153,    63
  154,  1798
  155,   604
  156, 15466
  159,  6798
  160,  2578
  164,  1092
  165,  4414
  168, 37599
  170,  1308
  171,     3
  172,  1766
  174, 14620
  175,   182
  176,   246
  177,  6624
  180, 10993
  182,   722
  183,  8617
  184,   232
  185,   346
  186,  2763
  188,  1822
  189,    80
  190,  1392
  195,   807
  196,  1799
  198,  1118
  200,   553
  204,  8014
  205,    16
  208,   254
  210, 27833
  212,  4131
  215,   224
  216,  1297
  220,  6298
  222,  3993
  224,   889
  225,    65
  228,  9349
  230,  1622
  231,  1869
  232,    76
  234,   656
  235,   135
  236,  7352
  238,    60
  240,  3929
  245,   416
  246,  4059
  248,    71
  252,  7726
  255,  3206
  258,  4330
  259,     5
  260,  4165
  261,     2
  264,  9267
  265,   592
  266,    88
  270,  5024
  272,   166
  273,   328
  276,  2365
  280, 17044
  282,  3608
  285,  2906
  286,   370
  287,    29
  288,   186
  290,  5721
  294,  4658
  295,  4209
  296,    27
  297,   218
  300,  3476
  301,   216
  304,   157
  306,   356
  308,  2276
  310,  1095
  312,  5448
  315,  2441
  318,  1918
  322,   141
  323,    15
  328,    80
  329,    73
  330, 11452
  333,    16
  336,  1951
  340,  1141
  342,   454
  344,   133
  345,   506
  348,  1618
  350,  1323
  352,   161
  354,  4549
  357,   227
  360, 13478
  364,  1448
  368,   250
  369,     9
  370,   740
  371,    47
  372,  2004
  374,   351
  376,   291
  377,     1
  378,  1974
  380,   637
  385,  1195
  387,     5
  390,  4099
  391,     9
  392,   547
  396,   955
  399,  1870
  400,    29
  406,    19
  408,  1665
  410,   415
  414,   764
  416,   169
  418,   341
  420, 19791
  423,    84
  424,   512
  425,    22
  429,     1
  430,   905
  432,    73
  434,    27
  435,   459
  437,    50
  440,  6311
  441,    25
  442,   276
  444,  2010
  450,   433
  451,     2
  455,    44
  456,  1375
  459,    41
  460,  1360
  462,  3257
  464,    30
  465,   600
  468,  1000
  470,   951
  475,    19
  476,  1506
  477,   165
  480,  2889
  483,    89
  490,  1528
  492,  1656
  493,    13
  494,   626
  495,   679
  496,    58
  504,  9711
  506,   141
  510,  3830
  513,    60
  516,   989
  517,     4
  518,    83
  520,  3001
  522,   105
  525,   256
  527,    42
  528,   325
  530,   524
  532,   152
  540,  1944
  544,   174
  546,  2073
  550,   285
  551,    32
  552,   980
  555,   401
  558,   191
  560,   373
  561,   110
  564,  1230
  570,  3960
  572,   141
  574,   194
  575,   152
  580,   971
  583,   105
  585,    11
  588,  1324
  589,    76
  592,    78
  594,   669
  595,    80
  598,   529
  600,  1035
  602,   221
  608,    75
  609,   144
  612,   378
  615,   541
  616,  2544
  620,   608
  621,   312
  624,   263
  627,    14
  629,    74
  630,  4523
  636,  1613
  637,     1
  638,   162
  644,   526
  645,   128
  646,   430
  650,   317
  651,   116
  656,   131
  658,   323
  660,  4798
  663,   274
  665,   107
  666,   334
  667,     8
  672,   611
  675,   104
  680,   908
  682,    93
  684,   383
  688,    30
  690,  1930
  693,   842
  696,   340
  697,    39
  700,   653
  702,   491
  703,   314
  705,   308
  713,    95
  714,  1044
  720,   409
  725,   130
  728,  2441
  731,    24
  735,   766
  736,   429
  738,   132
  740,   592
  741,    69
  742,   546
  744,   537
  748,   336
  752,   193
  754,   838
  756,  1192
  759,   480
  760,   348
  765,   257
  770,  2940
  774,   391
  775,   741
  777,   107
  779,    11
  780,  1996
  782,   931
  783,  1003
  792,  3338
  795,   359
  798,   992
  799,   262
  800,   660
  805,   109
  806,   713
  812,  1070
  814,    90
  816,   102
  817,   311
  819,  1052
  820,   496
  825,   153
  828,   349
  836,   646
  837,   150
  840, 14724
  846,    64
  850,   153
  851,    61
  855,   441
  858,   671
  860,   816
  861,   318
  864,   346
  868,   589
  870,  1370
  874,   696
  880,    68
  882,    97
  884,    61
  888,   694
  897,   473
  899,    70
  900,   662
  902,   699
  903,   491
  910,  1034
  912,    69
  918,   789
  920,  1061
  924,  2592
  925,   432
  928,  1178
  930,  2205
  935,     1
  936,  2424
  940,   437
  943,   631
  945,   617
  950,   856
  952,   887
  954,   188
  957,  1044
  962,   825
  966,   559
  969,    26
  975,   596
  980,   207
  984,    75
  986,  1611
  987,   210
  988,     4
  990,   290
  992,  2009
  999,   704
 1008,   210
 1012,    48
 1015,  1108
 1020,   982
 1023,  1584
 1026,    81
 1032,    56
 1035,    44
 1036,    84
 1040,     3
 1044,    38
 1050,   570
 1054,   127
 1056,    42
 1060,   821
 1064,    57
 1071,    21
 1078,    11
 1080,   103
 1085,   121
 1092,  1051
 1100,    40
 1102,    87
 1104,    54
 1110,   435
 1113,   508
 1116,    21
 1120,   129
 1122,   255
 1128,   114
 1131,     1
 1140,   467
 1144,  1462
 1148,    48
 1150,   401
 1155,   408
 1160,    93
 1170,    62
 1173,    32
 1176,   164
 1178,   128
 1188,    59
 1190,   160
 1196,     3
 1197,     1
 1200,    24
 1204,    34
 1209,     1
 1218,   199
 1224,   235
 1230,   327
 1232,    97
 1240,   118
 1242,   330
 1248,    55
 1254,   269
 1258,   162
 1260,  1209
 1265,     5
 1272,   263
 1274,     5
 1275,    38
 1276,    18
 1288,    25
 1290,   341
 1292,    59
 1295,     6
 1300,    58
 1302,   125
 1305,    49
 1309,    37
 1311,    89
 1316,    48
 1320,  2684
 1326,   195
 1330,   129
 1332,    13
 1334,   153
 1350,   306
 1360,    18
 1364,    32
 1365,   509
 1368,   140
 1380,   718
 1386,   832
 1392,    19
 1394,    17
 1400,     1
 1404,   108
 1406,    28
 1410,   510
 1419,     6
 1425,    43
 1426,   182
 1428,   662
 1430,     8
 1440,     4
 1450,   335
 1456,   121
 1462,   135
 1463,     1
 1470,   220
 1476,    60
 1479,    43
 1480,     9
 1482,   122
 1484,   384
 1485,     8
 1488,    33
 1496,   162
 1505,    35
 1508,     2
 1512,     2
 1518,   263
 1520,    15
 1530,   247
 1540,   613
 1547,    17
 1548,    27
 1550,    82
 1551,     2
 1554,   168
 1558,   149
 1560,  1460
 1564,    58
 1566,   114
 1581,     4
 1584,     9
 1590,  1019
 1596,   177
 1610,   237
 1612,    10
 1617,    21
 1624,     6
 1628,    49
 1632,    20
 1634,   201
 1638,    56
 1640,     9
 1645,     5
 1650,   225
 1653,     6
 1656,    24
 1665,     1
 1672,    92
 1674,   122
 1680,   318
 1692,    35
 1700,    68
 1702,   248
 1710,    30
 1716,    62
 1720,    44
 1722,   319
 1725,    39
 1740,   489
 1748,    13
 1760,     1
 1764,    70
 1767,     1
 1768,   293
 1776,    45
 1785,   274
 1794,   301
 1798,   648
 1800,     1
 1804,     4
 1806,    43
 1820,   527
 1824,     7
 1833,     5
 1836,     7
 1840,     9
 1845,     4
 1848,  2283
 1850,   325
 1860,   251
 1870,    11
 1880,    46
 1887,    87
 1890,   339
 1892,     3
 1900,    37
 1904,    16
 1914,   725
 1932,   180
 1935,    27
 1938,    67
 1950,    87
 1960,   118
 1968,    18
 1972,    17
 1974,    90
 1976,   188
 1980,    57
 1995,    45
 2001,    48
 2002,    30
 2015,     1
 2016,     1
 2030,    72
 2040,   725
 2046,    44
 2052,    26
 2064,    32
 2068,    18
 2070,    82
 2072,     4
 2080,    17
 2090,     6
 2091,    13
 2100,   255
 2108,     9
 2109,     1
 2115,    28
 2128,     6
 2139,    82
 2142,    62
 2145,    10
 2156,    27
 2160,    10
 2175,   161
 2184,  1046
 2193,    88
 2200,     2
 2204,    10
 2205,    83
 2208,    20
 2220,   119
 2244,   134
 2255,     7
 2261,     1
 2262,    36
 2280,   238
 2288,    14
 2295,     2
 2296,    13
 2300,     8
 2310,   971
 2320,     1
 2325,    12
 2337,    56
 2340,    25
 2346,   121
 2356,     1
 2380,    71
 2392,     2
 2394,    20
 2400,    39
 2408,     5
 2415,   115
 2418,    18
 2436,   207
 2442,    92
 2444,     3
 2448,    14
 2460,   130
 2480,     5
 2484,    12
 2508,    38
 2516,     7
 2520,  2113
 2530,    23
 2550,   121
 2553,   160
 2580,    54
 2583,     6
 2584,     6
 2585,    21
 2590,     7
 2604,   412
 2610,     7
 2618,    17
 2622,   172
 2632,    58
 2640,    36
 2652,    14
 2660,    20
 2664,     1
 2668,    42
 2697,   408
 2700,    74
 2706,     2
 2730,   296
 2736,     2
 2760,   119
 2772,    25
 2784,   344
 2788,    45
 2790,     8
 2812,     3
 2820,    73
 2838,     1
 2850,    56
 2852,     9
 2856,   185
 2860,     1
 2870,    11
 2898,    56
 2900,    15
 2924,    39
 2940,    92
 2952,     2
 2958,    19
 2960,     1
 2961,    35
 2964,    38
 2970,     9
 2990,    12
 2992,    14
 3003,    22
 3010,    32
 3024,     3
 3036,    15
 3040,     7
 3045,    43
 3060,    48
 3080,   925
 3096,     2
 3100,     8
 3102,    30
 3105,     1
 3108,    42
 3116,    40
 3120,    11
 3128,     7
 3132,    56
 3135,     5
 3150,    23
 3162,    14
 3190,     6
 3192,   197
 3198,     1
 3220,   137
 3230,     1
 3255,     7
 3276,    50
 3280,    14
 3290,    54
 3300,    36
 3306,    16
 3312,     6
 3315,     1
 3330,     2
 3335,     3
 3344,    18
 3348,    92
 3354,     2
 3360,     8
 3366,    17
 3384,    22
 3404,    70
 3410,     7
 3420,    41
 3432,   146
 3440,     6
 3444,     8
 3450,    50
 3465,    25
 3480,     9
 3485,    23
 3510,     4
 3534,     5
 3542,    16
 3570,   147
 3596,   177
 3600,     1
 3608,     2
 3612,    15
 3640,   241
 3663,     2
 3690,    26
 3696,    19
 3705,    13
 3720,    11
 3740,     6
 3762,     4
 3780,    58
 3784,     1
 3795,     2
 3808,     3
 3850,     1
 3864,    25
 3870,     6
 3876,    15
 3885,    16
 3900,     1
 3906,     1
 3910,    25
 3915,    10
 3927,     2
 3948,    45
 3952,     2
 3960,   163
 3978,     3
 3990,    89
 4002,    16
 4004,    51
 4030,     7
 4048,    17
 4059,     1
 4060,    93
 4070,    13
 4080,    42
 4095,    29
 4140,    70
 4158,     2
 4176,    17
 4180,    38
 4182,    33
 4185,    39
 4186,     2
 4200,     9
 4218,    10
 4230,    28
 4257,     4
 4278,     2
 4284,    18
 4290,    26
 4305,    10
 4320,    31
 4340,    77
 4368,     6
 4400,     9
 4420,     3
 4446,    20
 4472,     2
 4488,    81
 4510,     2
 4515,     3
 4522,     1
 4524,     4
 4554,    33
 4560,     9
 4590,     2
 4592,     1
 4620,   204
 4641,     3
 4650,    12
 4680,   147
 4692,    13
 4730,     1
 4760,    68
 4788,     2
 4830,   120
 4845,     1
